position COMBINED_rate(cM/Mb) Genetic_Map(cM)
10370512 0.0191639074 29.7331631038
10370575 0.0051608379 29.7331643111
10371200 0.0050122767 29.7331675366
10371753 0.0050013100 29.7331703084
10372198 0.0050013100 29.7331725340
10372721 0.0050013100 29.7331751497
10373327 0.0050013100 29.7331781805
10373830 0.0050013100 29.7331806962
10374581 0.0050013100 29.7331844521
10375474 0.0050386943 29.7331889183
10375573 0.0050356951 29.7331894171
10375960 0.0052001412 29.7331913660
10376146 0.0052001412 29.7331923332
10376149 0.3054392815 29.7331923488
10376649 0.0541585624 29.7333450684
10376776 0.0047158284 29.7333519466
10377601 0.0047439801 29.7333558371
10378788 0.0158768484 29.7333614682
10379069 0.0933778233 29.7333659296
10380766 0.5948663214 29.7335243918
10381382 0.0025090218 29.7338908294
10384582 0.0020866584 29.7338988583
10384908 0.0020707916 29.7338995386
10388096 0.0020707916 29.7339061402
10388548 0.0020707916 29.7339070762
10389198 0.0020707916 29.7339084223
10389438 0.0020707916 29.7339089192
10390057 0.0020707916 29.7339102011
10391064 0.0020707916 29.7339122863
10391471 0.0020707916 29.7339131292
10392365 0.0020707916 29.7339149804
10392992 0.0020707916 29.7339162788
10393723 0.0020707916 29.7339177926
10393811 0.0020707916 29.7339179748
10394541 0.0020707916 29.7339194865
10395120 0.0020707916 29.7339206855
10397857 0.0020707916 29.7339263532
10398606 0.0020707916 29.7339279043
10399486 0.0020752736 29.7339297266
10399700 0.0026073034 29.7339301707
10399891 35.2010029308 29.7339306687
10402074 35.2010029308 29.8107744581
10403168 35.2010029308 29.8492843553
10404485 16.5282602238 29.8956440761
10404586 1.0553665963 29.8973134304
10405574 1.0307408305 29.8983561326
10406953 1.1024456318 29.8997775242
10407613 1.1984243710 29.9005051383
10409575 0.5450973173 29.9028564469
10410186 0.2971350967 29.9031895014
10410444 0.2828734677 29.9032661623
10412726 0.2828734677 29.9039116795
10413120 0.2229217198 29.9040231317
10413239 0.1540411758 29.9040496593
10414982 0.0790334940 29.9043181531
10415065 0.0086784043 29.9043247129
10415332 0.0086784043 29.9043270300
10415427 0.0028974961 29.9043278545
10415511 0.0028974961 29.9043280979
10416196 0.0028974961 29.9043300826
10416262 0.0028974961 29.9043302739
10416316 0.0028946121 29.9043304303
10416779 0.0028946121 29.9043317706
10416903 0.0028946121 29.9043321295
10417047 0.0028946121 29.9043325463
10417230 0.0028946121 29.9043330760
10417801 0.0028946121 29.9043347288
10417825 0.0028946121 29.9043347983
10417921 0.0028939099 29.9043350762
10417966 0.0028939099 29.9043352064
10418726 0.0028939099 29.9043374058
10418922 0.0028939099 29.9043379730
10419029 0.0028939099 29.9043382827
10419152 0.0028955797 29.9043386386
10419547 0.0028955797 29.9043397824
10419619 0.0028955797 29.9043399908
10419752 0.0028955797 29.9043403759
10419836 0.0028955797 29.9043406192
10419959 0.0028955797 29.9043409753
10420017 0.0028955797 29.9043411433
10420042 0.0028955797 29.9043412157
10420460 0.0028955797 29.9043424260
10420492 0.0028955797 29.9043425187
10420593 0.0028977067 29.9043428111
10420790 0.0028990444 29.9043433820
10420923 0.0028990444 29.9043437676
10421040 0.0028990444 29.9043441067
10421109 0.0028990444 29.9043443068
10421168 0.0028990444 29.9043444778
10421266 0.0029145678 29.9043447619
10421618 0.0029145678 29.9043457879
10421931 0.0029542033 29.9043467001
10422104 5.0987197379 29.9043472112
10422323 0.0041396378 29.9054638308
10424071 0.0041373137 29.9054710669
10424600 0.0041373137 29.9054732555
10425355 0.0041373137 29.9054763792
10425847 0.0041373137 29.9054784148
10426377 0.0041373137 29.9054806075
10426606 0.0041373137 29.9054815550
10426869 0.0041373137 29.9054826431
10426939 1.2117446450 29.9054829327
10427545 0.0402138463 29.9062172500
10427785 0.0227352020 29.9062269013
10429772 0.0227352020 29.9062720761
10429966 0.0227352020 29.9062764868
10430484 0.0231011498 29.9062882636
10430703 0.0254190046 29.9062933228
10430869 2.2728711556 29.9062975423
10431954 19.3255761690 29.9087636075
10432342 0.2056256296 29.9162619311
10432719 0.2026828566 29.9163394519
10434007 0.2030011286 29.9166005074
10434243 0.2031748723 29.9166484157
10434275 0.2032242992 29.9166549173
10434403 0.2026974364 29.9166809300
10435648 0.2004999465 29.9169332883
10436159 0.1963939739 29.9170357438
10436852 0.1963939739 29.9171718448
10437709 0.1217763012 29.9173401545
10439636 0.1235368266 29.9175748174
10439670 0.0635121757 29.9175790176
10440279 0.0667213395 29.9176176966
10443065 1.0868293389 29.9178035822
10444095 0.0399894181 29.9189230164
10445079 0.0397274831 29.9189623660
10445170 0.0392915939 29.9189659812
10445190 0.0391251480 29.9189667671
10445703 0.0396203257 29.9189868383
10446017 0.0406342795 29.9189992790
10446149 0.0418190243 29.9190046428
10446927 0.0544788851 29.9190371780
10446957 0.0544788851 29.9190388123
10449347 0.0592882939 29.9191690169
10449544 0.0592882939 29.9191806967
10450049 0.1171088422 29.9192106372
10450359 0.1686535927 29.9192469410
10450436 0.2306428607 29.9192599273
10450453 0.2851862207 29.9192638482
10450511 0.3462772570 29.9192803890
10451184 0.1975771562 29.9195134336
10452082 0.1975771562 29.9196908579
10452312 0.1046049684 29.9197363007
10452585 0.0877493834 29.9197648578
10452736 0.0838477202 29.9197781080
10452817 0.0815298652 29.9197848996
10452993 0.0791244947 29.9197992489
10453596 0.0765833265 29.9198469610
10453756 0.0765833265 29.9198592143
10454616 0.0765833265 29.9199250760
10454643 0.0765833265 29.9199271437
10455827 1.1509421884 29.9200178184
10456855 0.0446913597 29.9212009869
10457717 0.0437961987 29.9212395109
10459491 0.0438682771 29.9213172054
10459586 0.0439584164 29.9213213728
10460115 0.0439584164 29.9213446268
10461231 0.0440061193 29.9213936844
10461383 0.0440061193 29.9214003734
10463891 0.0942770577 29.9215107407
10465899 0.1231450915 29.9217000490
10467587 0.0051496789 29.9219079180
10471547 0.0028862375 29.9219283107
10472793 0.0028374775 29.9219319069
10472897 0.0028274047 29.9219322020
10472976 0.0028227184 29.9219324254
10473613 0.0028227184 29.9219342235
10473676 0.0028227184 29.9219344013
10473741 0.0028227184 29.9219345848
10474342 0.0028227184 29.9219362812
10474535 0.0028227184 29.9219368260
10475133 0.0028227184 29.9219385140
10475792 0.0029963421 29.9219403742
10476609 0.0211882746 29.9219428222
10476669 0.0434513933 29.9219440935
10476791 0.0756149087 29.9219493946
10479212 0.0756149087 29.9221324582
10480332 0.0756149087 29.9222171469
10480455 0.0756149087 29.9222264476
10486389 0.0411673262 29.9226751464
10486425 0.0018657708 29.9226766285
10487539 0.0018662780 29.9226787069
10487931 0.0017609746 29.9226794385
10487989 0.0017226115 29.9226795407
10488638 0.0017226115 29.9226806586
10489988 0.0017227639 29.9226829842
10492133 0.0017227639 29.9226866795
10493729 0.0017227639 29.9226894290
10494038 0.0017227639 29.9226899614
10495181 0.0017227639 29.9226919305
10497503 0.0020363761 29.9226959307
10500650 0.1926467028 29.9227023392
10505252 0.4485811930 29.9235888993
10507474 0.1203684409 29.9245856467
10508458 0.1125190277 29.9247040893
10509369 0.1113086555 29.9248065941
10509452 0.1106941173 29.9248158327
10510658 0.2821436895 29.9249493298
10511908 0.2832989511 29.9253020095
10512621 0.5778301153 29.9255040016
10519493 0.7157793877 29.9294748502
10522043 0.6232624429 29.9313000876
10522657 0.5771958987 29.9316827707
10523782 0.5666608014 29.9323321161
10523873 0.5567785908 29.9323836823
10523952 0.5466322142 29.9324276678
10524470 0.5333762956 29.9327108233
10524591 0.5168630053 29.9327753618
10526005 0.5266470282 29.9335062061
10526542 0.5098331440 29.9337890155
10526561 0.4947494031 29.9337987024
10527996 0.6394387164 29.9345086678
10528700 0.4660169985 29.9349588326
10529970 0.3186371932 29.9355506742
10530138 0.1639551726 29.9356042052
10530748 0.1209807401 29.9357042179
10532030 0.1209807401 29.9358593152
10532739 0.1209807401 29.9359450906
10533712 0.1065642002 29.9360628048
10534234 0.0967195107 29.9361184313
10535866 0.0950707449 29.9362762776
10536773 0.0943764474 29.9363625067
10536831 0.0933737628 29.9363679806
10537346 0.0925239803 29.9364160681
10539451 0.0922315251 29.9366108310
10539663 0.0920180309 29.9366303841
10542619 0.0920180309 29.9369023894
10545460 0.0919144918 29.9371638126
10546076 0.0918459365 29.9372204320
10548436 0.0915590970 29.9374371884
10550404 0.0916708836 29.9376173767
10550566 0.0920036176 29.9376322274
10551750 0.0932603277 29.9377411597
10552768 0.0930162304 29.9378360987
10553004 0.0970080141 29.9378580505
10553631 0.1041463220 29.9379188745
10557315 1.4950645004 29.9383025496
10557594 1.7404337008 29.9387196726
10557640 1.9318847730 29.9387997325
10557770 2.0549795399 29.9390508775
10559063 1.9517548252 29.9417079661
10559323 1.9403803915 29.9422154223
10560963 2.0904807589 29.9453976462
10562268 1.9928173608 29.9481257236
10562295 1.8872227725 29.9481795296
10562339 1.5134293512 29.9482625674
10562420 1.0387870488 29.9483851552
10562435 0.5517904164 29.9484007370
10565524 0.7344110418 29.9501052176
10566574 1.1003733846 29.9508763492
10567014 1.4096724859 29.9513605135
10568275 11.0503828718 29.9531381105
10568386 1.8944356554 29.9543647030
10569020 1.8940303786 29.9555657752
10569213 1.9304286126 29.9559313231
10569305 1.9859871161 29.9561089225
10569922 2.0831228357 29.9573342766
10570258 2.1871089308 29.9580342058
10572046 3.9096653941 29.9619447566
10572926 3.2560422636 29.9653852621
10577872 3.2565044529 29.9814896472
10581237 3.2560452499 29.9924477847
10581313 3.2554857246 29.9926952441
10585057 3.1748279359 30.0048837827
10586327 3.1745868096 30.0089158141
10586386 3.1659293538 30.0091031148
10586424 3.1649389098 30.0092234201
10586568 3.1558349443 30.0096791713
10587222 4.5266650232 30.0117430873
10587385 5.2598218671 30.0124809337
10587543 6.6856360717 30.0133119856
10587841 6.1057609433 30.0153043051
10587923 2.0383124909 30.0158049775
10587988 1.5210436201 30.0159374678
10588042 1.5151724184 30.0160196042
10588201 1.4004151461 30.0162605166
10588306 0.9155751421 30.0164075602
10588444 0.4132745658 30.0165339096
10588846 0.4059025319 30.0167000459
10588960 0.4033777532 30.0167463188
10589338 0.4043729436 30.0168987956
10589470 0.4056439335 30.0169521729
10589575 0.4070714458 30.0169947655
10589633 0.4092869283 30.0170183756
10590129 0.4143937299 30.0172213819
10590389 0.4190596027 30.0173291243
10591051 0.4182033697 30.0176065418
10591091 0.4179132568 30.0176232699
10591201 0.4173957191 30.0176692403
10591659 0.4192002140 30.0178604076
10591850 6.2595310242 30.0179404748
10592074 6.3932014715 30.0193426098
10592158 6.5150861169 30.0198796387
10592614 6.5150861169 30.0228505180
10592705 18.2284321492 30.0234433908
10592984 18.2284321492 30.0285291234
10593197 18.2284321492 30.0324117794
10593773 6.7682147854 30.0429113563
10597761 3.7232052701 30.0699029969
10598354 1.7483842074 30.0721108576
10598510 0.7523570738 30.0723836056
10598712 0.7341550698 30.0725355817
10604059 0.7324265399 30.0764611089
10604087 0.7322875457 30.0764816168
10608111 0.7282131053 30.0794283419
10612434 0.7274366714 30.0825764071
10612540 0.7271762079 30.0826535154
10613206 1.7145598362 30.0831378148
10616021 1.7143068055 30.0879643007
10616144 1.7143068055 30.0881751605
10616619 1.7143662503 30.0889894562
10617188 2.2596671257 30.0899649306
10617680 1.6201605739 30.0910766868
10617688 1.0064611436 30.0910896481
10618079 0.3583876314 30.0914831744
10619078 0.3580627960 30.0918412036
10619462 0.3578594710 30.0919786998
10623048 0.3613434788 30.0932619838
10623837 0.3673988702 30.0935470838
10623972 0.3735790202 30.0935966827
10625200 0.3968643913 30.0940554377
10627095 0.8717892408 30.0948074957
10627198 1.0586130670 30.0948972900
10627784 1.2968047455 30.0955176373
10628221 1.3330116668 30.0960843410
10628325 1.3357674845 30.0962229742
10628449 1.3357674845 30.0963886093
10628763 0.0352549040 30.0968080403
10629095 0.0168165712 30.0968197450
10630863 0.0168212099 30.0968494767
10631471 0.0173554149 30.0968597039
10633966 0.0195399591 30.0969030057
10634376 0.0128850749 30.0969110171
10634700 0.0128850749 30.0969151919
10635281 0.0119284107 30.0969226781
10635872 0.0111544821 30.0969297278
10636744 0.0109124791 30.0969394545
10637437 0.0108826609 30.0969470168
10638294 0.0108803769 30.0969563433
10638424 0.0108803769 30.0969577577
10639295 0.0108805307 30.0969672345
10639474 0.0108833248 30.0969691821
10639490 0.0108833248 30.0969693563
10640201 0.0108738163 30.0969770943
10640217 0.0108738163 30.0969772683
10640279 0.0108738163 30.0969779425
10640559 0.0108738163 30.0969809871
10640716 0.0108738163 30.0969826943
10640782 0.0108738163 30.0969834120
10640989 0.0109401603 30.0969856629
10641513 0.0131909929 30.0969913955
10642525 0.1967397559 30.0970047448
10642742 0.2711756105 30.0970474373
10644266 0.3092983866 30.0974607090
10644443 0.3543134830 30.0975154548
10646494 0.3570124305 30.0982421517
10648795 0.3571660755 30.0990636373
10649027 0.3573103140 30.0991464999
10649594 0.3573103140 30.0993490948
10650162 0.3573103140 30.0995520471
10651993 0.3573298018 30.1002062823
10652038 0.4502699773 30.1002223621
10652215 0.5241341578 30.1003020599
10652351 0.6094807316 30.1003733421
10652439 0.7364759607 30.1004269764
10652828 1.1291560476 30.1007134656
10653007 3.5114782175 30.1009155845
10654876 3.7883844358 30.1074785373
10657055 3.7830757105 30.1157334270
10657171 3.6709104962 30.1161722638
10657271 3.6021600223 30.1165393548
10657411 3.5955455688 30.1170436572
10658415 3.5601567491 30.1206535850
10658480 3.5622836860 30.1208849952
10658637 3.5128073175 30.1214442737
10658957 3.5120791215 30.1225683721
10658979 3.4903723291 30.1226456378
10659916 3.5233893045 30.1259161167
10660050 3.5513002137 30.1263882508
10663404 4.2148697833 30.1382993118
10663525 4.2204868709 30.1388093110
10664757 8.8537546802 30.1440089508
10666551 8.9233484128 30.1598925867
10667527 2.0150883131 30.1686017748
10667779 1.4734865686 30.1691095770
10668922 1.4742490172 30.1707937722
10669135 1.4588020184 30.1711077872
10669173 1.4232763164 30.1711632217
10669436 0.8270454109 30.1715375434
10670718 0.6294205197 30.1725978156
10671035 0.5804237772 30.1727973419
10672165 0.5845915214 30.1734532207
10672491 0.6002936175 30.1736437976
10672637 0.6135255379 30.1737314405
10674128 1.2928066579 30.1746462070
10674706 1.4981651494 30.1753934493
10674917 1.7260492333 30.1757095621
10675013 1.9164110821 30.1758752628
10676299 6.4182000780 30.1783397675
10676471 8.3889721665 30.1794436979
10676975 8.4234189290 30.1836717399
10677027 8.3998207636 30.1841097577
10677281 6.7385196788 30.1862433121
10677314 2.8208455236 30.1864656833
10677513 1.8421529521 30.1870270316
10678032 0.0512883113 30.1879831089
10678151 0.0510838306 30.1879892122
10678618 0.0497125939 30.1880130684
10678636 0.0468007241 30.1880139632
10678759 0.0465306168 30.1880197197
10678771 0.0464403821 30.1880202781
10679133 0.0464386152 30.1880370895
10679789 0.0463350960 30.1880675532
10680514 0.0463931123 30.1881011462
10680540 0.0463931123 30.1881023524
10681070 0.0464137382 30.1881269407
10681291 0.0464488816 30.1881371982
10681651 0.0464308980 30.1881539198
10681983 0.0471023625 30.1881693348
10682238 0.0525392873 30.1881813459
10682673 0.5608236125 30.1882042005
10682915 9.8346667766 30.1883399198
10683213 9.9315530225 30.1912706505
10684551 1.9097185871 30.2045590685
10686950 0.3279085209 30.2091404834
10690290 0.3305709443 30.2102356978
10691024 0.3612988697 30.2104783369
10696899 0.3589343899 30.2126009678
10696999 0.3578743983 30.2126368612
10697074 0.3563216421 30.2126637018
10697221 0.3547600783 30.2127160811
10698310 0.3557094258 30.2131024148
10699211 0.3563206001 30.2134229090
10699467 0.3570184623 30.2135141271
10699811 0.3566342118 30.2136369414
10700610 0.3616690467 30.2139218921
10701237 0.3678590473 30.2141486586
10707245 0.3895307093 30.2163587558
10707375 0.4134370192 30.2164093948
10707459 0.4381450245 30.2164441235
10710158 0.4380601471 30.2176266769
10711014 0.4782009801 30.2180016564
10711498 0.4786364703 30.2182331057
10712007 0.6693228731 30.2184767316
10713282 1.0383868473 30.2193301183
10713986 1.1408768972 30.2200611426
10714162 1.2062249879 30.2202619370
10714567 1.3285869661 30.2207504581
10715811 1.3254066003 30.2224032203
10715880 1.3215865669 30.2224946733
10717074 1.3228647167 30.2240726477
10717211 1.3254222789 30.2242538802
10717877 1.4059420012 30.2251366114
10721022 5.7793603903 30.2295582990
10721298 18.1187118088 30.2311534025
10724496 0.1531435699 30.2890970428
10724964 0.1529973739 30.2891687140
10726062 0.1531248384 30.2893367051
10728879 0.1644440526 30.2897680578
10729231 0.1916523978 30.2898259421
10729436 0.2270901991 30.2898652309
10733065 0.1820505565 30.2906893412
10733622 0.1301076980 30.2907907433
10734912 0.1287913376 30.2909585823
10738905 0.2583091182 30.2914728461
10738965 0.4083158203 30.2914883446
10739839 0.4129432854 30.2918452127
10740112 0.5862686438 30.2919579462
10740460 1.9308459643 30.2921619677
10740499 2.7644537379 30.2922372707
10740727 0.1231741890 30.2928675661
10740802 0.0478533498 30.2928768042
10740942 0.0477721950 30.2928835036
10741009 0.0477527546 30.2928867044
10741175 0.0478410620 30.2928946313
10741289 8.2172850795 30.2929000852
10741424 0.0126870063 30.2940094187
10741482 0.0123252860 30.2940101546
10741561 0.0121285709 30.2940111282
10741654 0.0121285709 30.2940122562
10741789 0.0120848900 30.2940138936
10742102 0.0120904230 30.2940176761
10742149 0.0120861490 30.2940182444
10742176 0.0120872694 30.2940185707
10743308 0.0120872694 30.2940322535
10744987 0.0330505625 30.2940525480
10745035 0.0645854757 30.2940541345
10745070 0.0956426725 30.2940563949
10745210 0.1160310337 30.2940697849
10745475 0.2194861363 30.2941005331
10745680 0.3337304022 30.2941455278
10745867 0.3923156318 30.2942079354
10746549 0.4740182460 30.2944754946
10747599 0.4947339459 30.2949732138
10751289 0.4925172986 30.2967987821
10751434 0.4888922195 30.2968701971
10752934 0.4888377015 30.2976035354
10753163 0.4488675090 30.2977154792
10753971 0.4045470250 30.2980781642
10754286 0.3697945775 30.2982055965
10755831 0.3573070192 30.2987769291
10756302 0.3433386646 30.2989452207
10756683 0.3431966362 30.2990760328
10757037 0.3268525076 30.2991975244
10758739 0.3221883160 30.2997538273
10759498 0.3208957906 30.2999983683
10760609 0.3207994602 30.3003548835
10762682 0.3204604136 30.3010199008
10763164 0.6869613093 30.3011743627
10765009 0.6955954661 30.3024418063
10765546 6.5504187254 30.3028153411
10767060 5.7433246630 30.3127326750
10767210 0.4935270926 30.3135941737
10768189 0.4947757696 30.3140773367
10770140 0.4947388160 30.3150426443
10771506 3.6679566852 30.3157184575
10776086 3.6678709200 30.3325176991
10776267 3.6693594769 30.3331815837
10776300 3.6710562204 30.3333026726
10776499 3.6725421137 30.3340332128
10776640 3.6725023412 30.3345510412
10777248 0.5520823024 30.3367839227
10777979 0.5540563896 30.3371874948
10778040 0.5607469799 30.3372212923
10779752 0.6210029196 30.3381812911
10779812 0.6825765917 30.3382185513
10780985 0.8445582889 30.3390192136
10781128 0.8814127468 30.3391399854
10781718 2.7919076636 30.3396600190
10782078 2.8002860204 30.3406651057
10782398 2.8364874452 30.3415611972
10783090 2.6413557755 30.3435240466
10783246 2.2627975700 30.3439360981
10787105 1.6813244799 30.3526682339
10787119 1.1557320920 30.3526917724
10787402 0.2389292009 30.3530188446
10790445 0.1301139508 30.3537459062
10790585 0.0344707083 30.3537641221
10791840 0.0158357016 30.3538073829
10793213 0.0122868867 30.3538291253
10793729 0.0107163264 30.3538354653
10794917 0.0107163264 30.3538481963
10795148 0.0106883340 30.3538506718
10795183 0.0106480094 30.3538510459
10795669 0.0106483820 30.3538562208
10795812 0.0106483820 30.3538577435
10796081 0.0106483820 30.3538606079
10796277 0.0106514646 30.3538626950
10796478 0.0106425689 30.3538648360
10796522 0.0106425689 30.3538653042
10798346 0.0106425689 30.3538847163
10798464 0.0108104755 30.3538859721
10799274 0.0119476651 30.3538947286
10799443 0.0133219990 30.3538967477
10800999 0.0181970181 30.3539174768
10801510 0.0270158007 30.3539267755
10801731 0.0408213946 30.3539327459
10801777 0.0460282140 30.3539346237
10802539 0.0566356892 30.3539696972
10805632 0.6528232140 30.3541448714
10807917 0.6539348937 30.3556365725
10807918 0.6651787767 30.3556372264
10808123 0.6635032698 30.3557735880
10808335 0.6672934980 30.3559142507
10810433 1.2826916649 30.3573142325
10810592 1.4272470776 30.3575181805
10811048 1.3432925318 30.3581690051
10811502 1.4612527434 30.3587788599
10811534 1.2454953105 30.3588256200
10812326 0.6055535410 30.3598120523
10812516 0.3839844753 30.3599271075
10814660 0.0975862309 30.3607503702
10814996 0.0945539353 30.3607831592
10818584 0.0947682423 30.3611224187
10821353 0.0940612757 30.3613848320
10823387 0.0922419355 30.3615761526
10823398 0.0901606811 30.3615771673
10827025 0.0881207396 30.3619041800
10827336 0.0867437769 30.3619315856
10828438 0.0871129675 30.3620271772
10829235 0.0907102617 30.3620966063
10829808 0.1081061449 30.3621485833
10829942 0.1277395064 30.3621630695
10830552 0.1613583329 30.3622409906
10830615 0.1863500003 30.3622511562
10831131 0.3293886720 30.3623473128
10831485 0.6297201161 30.3624639163
10832828 0.6297285353 30.3633096305
10832900 0.6298735355 30.3633549709
10833445 0.6298162994 30.3636982520
10834616 2.2942814026 30.3644357669
10835314 2.4210911386 30.3660371753
10835354 2.5560927158 30.3661340189
10835482 2.5640006404 30.3664611988
10835669 2.4863677112 30.3669406669
10835771 1.8309498139 30.3671942764
10835925 1.5735958354 30.3674762427
10836182 0.8125859361 30.3678806568
10837521 0.7458237519 30.3689687094
10837931 0.6756166551 30.3692744971
10839172 0.5881770063 30.3701129374
10839798 0.5718200176 30.3704811362
10840228 0.5660490061 30.3707270188
10840348 0.5598754105 30.3707949447
10841680 0.5605056764 30.3715406988
10842564 9.5778770781 30.3720361858
10843424 14.2976876532 30.3802731601
10843498 16.2723384829 30.3813311889
10844395 10.1315369846 30.3959274766
10844463 6.6193007391 30.3966164211
10844557 4.1790392496 30.3972386353
10844746 3.1732453888 30.3980284738
10845002 2.9641263284 30.3988408246
10845102 2.7646518244 30.3991372372
10845171 2.6828855275 30.3993279982
10845794 2.7237728176 30.4009994359
10845878 2.8361532180 30.4012282328
10845894 2.9314950593 30.4012736112
10846334 2.9314895905 30.4025634691
10846466 2.9386181996 30.4029504257
10846714 2.9386181996 30.4036792030
10847512 2.9504484611 30.4060242203
10848208 2.9929972677 30.4080777325
10848431 3.0784873413 30.4087451709
10849293 3.7156127209 30.4113988269
10849371 4.3260561348 30.4116886447
10850086 4.3260561348 30.4147817749
10850561 4.3214926503 30.4168366515
10850665 4.3172581915 30.4172860868
10850771 4.3185232485 30.4177437161
10851249 4.3193991738 30.4198079703
10851265 4.3193991738 30.4198770806
10851699 5.3801282300 30.4217516999
10851755 6.6002547444 30.4220529871
10852550 3.8341207187 30.4273001896
10855037 3.4991446301 30.4368356478
10855416 3.4343090404 30.4381618236
10855643 3.4133979277 30.4389414118
10855703 3.3943444800 30.4391462157
10857042 3.3429311895 30.4436912429
10857687 0.9537274253 30.4458474335
10862255 0.9559449830 30.4502040604
10863768 0.9559586442 30.4516504052
10864217 0.9583167750 30.4520796306
10864243 0.9604092472 30.4521045468
10865283 0.9605244180 30.4531033725
10865317 0.9608036931 30.4531360303
10865507 0.9611195367 30.4533185830
10865956 0.9608334005 30.4537501257
10866570 0.9602169483 30.4543400774
10866954 0.9587729554 30.4547088007
10867206 0.9545973715 30.4549504115
10867542 0.9507932070 30.4552711562
10867713 0.9495299495 30.4554337418
10867814 0.9495190419 30.4555296443
10868872 0.9485280462 30.4565342355
10869486 0.9484961358 30.4571166317
10869883 0.9484890872 30.4574931847
10870146 0.9480696419 30.4577426373
10871642 0.9481756802 30.4591609495
10874960 0.9464385511 30.4623069964
10876315 0.9451585748 30.4635894206
10877061 0.9394551340 30.4642945089
10878708 0.9387705866 30.4658417915
10879670 0.9379092674 30.4667448888
10879802 0.9371205872 30.4668686929
10880018 0.9354024563 30.4670711109
10880239 0.9311123112 30.4672778348
10880419 0.9265377461 30.4674454351
10882207 3.6073466577 30.4691020846
10882515 4.5005458001 30.4702131473
10882583 5.0262729313 30.4705191844
10883102 3.1400832496 30.4731278201
10883414 0.6901840383 30.4741075261
10883423 0.4225831156 30.4741137377
10884029 0.1775672644 30.4743698231
10884573 0.1772988724 30.4744664197
10885375 0.1822305553 30.4746086134
10885492 0.1867519151 30.4746299344
10885836 0.1876444253 30.4746941770
10886509 0.1871147297 30.4748204617
10887170 0.1859425222 30.4749441445
10887432 0.1847397074 30.4749928615
10887537 0.1832377619 30.4750122592
10888119 0.1827085984 30.4751189035
10888170 0.1820626294 30.4751282217
10888855 0.9500738982 30.4752529346
10888934 3.4724896327 30.4753279904
10889002 3.4724860240 30.4755641197
10889849 3.4750618635 30.4785053154
10890191 2.7825105273 30.4796937865
10890704 0.1477015251 30.4811212144
10890987 0.0929426891 30.4811630140
10891865 0.0929426891 30.4812446176
10891877 0.0822726129 30.4812457330
10893305 0.0727123518 30.4813632182
10894100 0.0616716815 30.4814210246
10895202 0.0602083604 30.4814889868
10896813 0.0600747923 30.4815859824
10898239 0.0599897036 30.4816716491
10898583 0.0604644283 30.4816922855
10899169 0.0649408974 30.4817277177
10899658 0.1107478829 30.4817594738
10899749 0.1879450668 30.4817695518
10900062 0.4793687165 30.4818283787
10900243 0.9295601679 30.4819151444
10900982 1.0891433509 30.4826020894
10901438 1.1591063810 30.4830987387
10902902 1.2416811054 30.4847956705
10903085 1.3078297335 30.4850228981
10903144 1.8355704784 30.4851000601
10903559 2.8797085596 30.4858618218
10903620 4.6941700587 30.4860374840
10903710 4.6443240681 30.4864599593
10903788 0.1188627012 30.4868222166
10903981 0.0594224326 30.4868451571
10904071 0.0473963978 30.4868505051
10904101 0.0392398665 30.4868519270
10904137 0.0379129134 30.4868533397
10904492 0.0377412964 30.4868667987
10904551 0.0376602207 30.4868690255
10904693 0.0376414898 30.4868743732
10905011 0.0376841752 30.4868863432
10905137 0.0378675547 30.4868910914
10905445 0.0839202509 30.4869027546
10905527 1.4498014100 30.4869096361
10905551 4.2042920017 30.4869444313
10905693 4.3519073254 30.4875414408
10906207 1.3216669208 30.4897783212
10906910 1.2016401769 30.4907074530
10907169 1.0668958276 30.4910186778
10907473 0.7732510920 30.4913430141
10907819 0.7748818355 30.4916105590
10908416 0.7759551292 30.4920731635
10911675 0.7759032449 30.4946020012
10911721 0.7761501033 30.4946376928
10912899 1.5181223560 30.4955519976
10913115 4.4430487657 30.4958799120
10913387 5.1472938593 30.4970884213
10913998 0.3953489823 30.5002334179
10914555 0.3354066198 30.5004536272
10915024 0.3343325803 30.5006109329
10915661 0.3336972350 30.5008239028
10916265 0.3333842458 30.5010254559
10916274 0.3331453055 30.5010284564
10916733 0.3328858226 30.5011813701
10916891 0.3326977945 30.5012339660
10917030 0.3326779133 30.5012802110
10919087 0.3315521740 30.5019645295
10920082 1.0180141339 30.5022944239
10920839 0.7917220132 30.5030650606
10921258 0.4121155904 30.5033967921
10921672 0.4456892481 30.5035674080
10922580 1.3573078929 30.5039720938
10922785 1.3847610176 30.5042503419
10922926 1.3648752896 30.5044455933
10922938 1.3349007773 30.5044619718
10922962 1.3154019627 30.5044940094
10923210 1.3102821546 30.5048202291
10923285 1.3066803697 30.5049185002
10923671 1.3124982855 30.5054228788
10923841 1.3804451299 30.5056460036
10923886 1.3786210961 30.5057081236
10924046 2.2066003260 30.5059287030
10924618 1.7545548935 30.5071908783
10925631 1.5360349749 30.5089682425
10925755 0.8421067686 30.5091587108
10925912 0.0130645494 30.5092909216
10926744 0.0118064331 30.5093017913
10927010 0.0118064331 30.5093049318
10927044 0.0117763997 30.5093053332
10927090 0.0117750682 30.5093058749
10927102 0.0117823320 30.5093060162
10927521 0.0118191184 30.5093109530
10928034 0.0120521257 30.5093170162
10928187 0.0121628054 30.5093188602
